Stops1,Stops2,Stops3,Stops4,Stops5,Stops6,Stops7,Stops8,Stops9,Stops10,Stops11,Stops12,Stops13,Stops14,Stops15,Stops16,Stops17,Stops18,Stops19,Stops20,Stops21,Stops22,Stops23,Stops24,Stops25,Stops26,Stops27,Stops28,Stops29,Stops30,Stops31,Stops32,Stops33,Stops34,Stops35,Stops36,Stops37,Stops38,Stops39,Stops40,Stops41,Stops42,Stops43,Stops44,Stops45,Stops46,Stops47,Stops48,Stops49,Stops50,Stops51,Stops52,Stops53,Stops54,Stops55,Stops56,Stops57,Stops58,Stops59,Stops60,Stops61,Stops62,Stops63,Stops64,Stops65,Stops66,Stops67,Stops68,Stops69,Stops70,Stops71,Stops72,Stops73,Stops74,Stops75,Stops76,Stops77,Stops78,Stops79,Stops80,Stops81,Stops82,Stops83,Stops84,Stops85,Stops86,Stops87,Stops88,Stops89,Stops90,Stops91,Stops92,Stops93,Stops94,Stops95,Stops96,Stops97,Stops98,Stops99,Stops100,Stops101,Stops102,Stops103,Stops104,Stops105,Stops106,Stops107,Stops108,Stops109,Stops110
"[14.720187826302677, 120.95815308832614],","[14.7080747,120.9465297],","[14.70761069999998,120.9571295],","[14.717451049562225, 120.95720070038858],","[14.7137340197085,120.9564927697085],","[14.7078614197085,120.9585038197085],","[14.69553399999997,120.9591859],","[14.7076834197085,120.9586332697085],","[14.7013341697085,120.9591313197085],","[14.7013062697085,120.9630001197085],","[14.679053800254922, 120.98260359602094],","[14.6972014197085,120.9606652197085],","[14.69553399999997,120.9591859],","[14.69142969999997,120.9629079],","[14.69142969999997,120.9629079],","[14.6906278197085,120.9646162697085],","[14.6915201197085,120.9647879197085],","[14.6909184197085,120.9688085197085],","[14.7030429697085,120.9597091697085],","[14.690186809428138, 120.9749600997426],","[14.6953397197085,120.9724239197085],","[14.6863445197085,120.9738728197085],","[14.6838480697085,120.9756561197085],","[14.6847886197085,120.9747939197085],","[14.6823104197085,120.9762477697085],","[14.68015846970849,120.9774117197085],","[14.6764370697085,120.9789091197085],","[14.6738770197085,120.9799227197085],","[14.6711859697085,120.9809847697085],","[14.6682560197085,120.9810627697085],","[14.667633359395753, 120.98232662749828],","[14.6651303,120.9840472],","[14.66008849999997,120.9803191],","[14.6603767197085,120.9827274197085],","[14.6589263197085,120.9825964197085],","[14.6574006197085,120.9840755197085],","[14.6555964197085,120.9820264697085],","[14.6540105697085,120.9827496697085],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.6474444,120.9759807],","[14.6458748197085,120.9762841],","[14.5988986,120.9790281],","[14.6475172697085,120.9847030197085],","[14.6432136197085,120.9814688197085],","[14.6430042197085,120.9829772197085],","[14.6403005197085,120.978311],","[14.6208596197085,120.9814442697085],","[14.5988986,120.9790281],","[14.6024545197085,120.9805437197085],","[14.6348973197085,120.9810326697085],","[14.6391751197085,120.9784507197085],","[14.6306241197085,120.9790730197085],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.657253741715625, 120.98448800132203],","[14.624277609154817, 120.98293933283755],","[14.62259826739451, 120.9828931161176],","[14.5981755197085,120.9827680197085],","[14.6024989197085,120.9809686697085],","[14.5988986,120.9790281],","[14.5989416197085,120.9793331197085],","[14.5988986,120.9790281],","[14.5980915697085,120.9788431197085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.6070101197085,120.9817085697085],","[14.6051454197085,120.9816197197085],","[14.606242,120.9837736697085],","[14.6096169197085,120.9819645197085],","[14.6107188197085,120.9820412197085],","[14.6129729197085,120.9822343197085],","[14.6070101197085,120.9817085697085],","[14.6166361197085,120.9786696],","[14.615654337487435, 120.98294416395865],","[14.617638169133736, 120.98174253435252],","[14.624301413350844, 120.98292024178481],","[14.626744679259977, 120.9830614427929],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.6306241197085,120.9790730197085],","[14.6348973197085,120.9810326697085],","[14.6024545197085,120.9805437197085],","[14.5988986,120.9790281],","[14.6431751197085,120.9786042197085],","[14.6428474697085,120.9777408],","[14.6434951697085,120.9719339697085],","[14.6438393197085,120.9665751197085],","[14.6465545197085,120.9666955197085],","[14.6487969197085,120.9663782197085],","[14.6496671697085,120.9650328197085],","[14.6524421197085,120.9630361197085],","[14.6534247197085,120.9621277197085],","[14.6539699197085,120.9613525697085],","[14.6564006197085,120.9596840697085],","[14.65139879999997,120.947903],","[14.65139879999997,120.947903],","[14.65139879999997,120.947903],","[14.65139879999997,120.947903],","[14.66174626483845, 120.94583740493401],","[14.6536983197085,120.9476593197085],","[14.6555523197085,120.9466452697085],","[14.6566255697085,120.9464998197085],","[14.6590919697085,120.9448756697085],","[14.6613342697085,120.9434202197085],","[14.66238741970849,120.9433758197085],","[14.6715832197085,120.9344536197085],","[14.6515603197085,120.9482539197085],","[14.66296759999997,120.9405276],","[14.6698650197085,120.9392187697085],","[14.66174626483845, 120.94583740493401],","[14.66174626483845, 120.94583740493401]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.6070101197085,120.9817085697085],","[14.6051454197085,120.9816197197085],","[14.6073247197085,120.9817732197085],","[14.6096169197085,120.9819645197085],","[14.6107188197085,120.9820412197085],","[14.6129729197085,120.9822343197085],","[14.6070101197085,120.9817085697085],","[14.6166361197085,120.9786696],","[14.6192962197085,120.9805281197085],","[14.621902857612673, 120.98191199570586],","[14.5991087,120.9790281],","[14.624303537951842, 120.98106071501499],","[14.625111324485124, 120.98031505310897],","[14.62571187358384, 120.97903171217226],","[14.618913577195265, 120.9776893336625],","[14.629000087999698, 120.97939456741437],","[14.630492249682504, 120.97990751273628],","[14.6391751197085,120.9784507197085],","[14.6348973197085,120.9810326697085],","[14.6024545197085,120.9805437197085],","[14.5988986,120.9790281],","[14.6389008697085,120.9775492],","[14.6445207,120.9816227197085],","[14.6445207,120.9816227197085],","[14.6418718197085,120.9806978197085],","[14.6383688,120.9809056697085],","[14.6446385197085,120.9807758197085],","[14.6447001197085,120.9793669197085],","[14.6447533197085,120.9779531197085],","[14.6447255697085,120.9772355],","[14.6428474697085,120.9777408],","[14.6434951697085,120.9719339697085],","[14.6438393197085,120.9665751197085],","[14.6381112,120.966838],","[14.6465545197085,120.9666955197085],","[14.6487969197085,120.9663782197085],","[14.6496671697085,120.9650328197085],","[14.6524421197085,120.9630361197085],","[14.6539699197085,120.9613525697085],","[14.6584991197085,120.9577384197085],","[14.660312811698804, 120.95659832842863],","[14.6574395697085,120.9510607],","[14.6573702197085,120.9506506697085],","[14.6592716197085,120.9500769697085],","[14.662128193254532, 120.95031819263713],","[14.663641066225459, 120.94973083440175],","[14.664353235110726, 120.94946889091459],","[14.6826449697085,120.9420737697085],","[14.6826449697085,120.9420737697085],","[14.6757765,120.9403023],","[14.6703605197085,120.9443674197085],","[14.668241388497016, 120.94741158986987],","[14.676926925325679, 120.94396271030806],","[14.6757765,120.9403023]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.5618191,120.9974419],","[14.5636027,120.9919339],","[14.55368909999997,120.9969352],","[14.55368909999997,120.9969352],","[14.5692133,120.9976694],","[14.5762525197085,121.0060557197085],","[14.5750185,121.0073474],","[14.5751095197085,121.0088462697085],","[14.5679718,121.0105037],","[14.5730402,121.0120069],","[14.5655039,121.0105733],","[14.55722669999997,121.0099083],","[14.5681920197085,121.0149825197085],","[14.5673436197085,121.0166475197085],","[14.5647279697085,121.0169054197085],","[14.55722669999997,121.0099083],","[14.565266219051612, 121.03111618334104],","[14.566053963340167, 121.03102364212262],","[14.5663986197085,121.0293078197085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.69142969999997,120.9629079],","[14.6906278197085,120.9646162697085],","[14.6915201197085,120.9647879197085],","[14.6909184197085,120.9688085197085],","[14.7030429697085,120.9597091697085],","[14.690186809428138, 120.9749600997426],","[14.6953397197085,120.9724239197085],","[14.6863445197085,120.9738728197085],","[14.6838480697085,120.9756561197085],","[14.6847886197085,120.9747939197085],","[14.6823104197085,120.9762477697085],","[14.68015846970849,120.9774117197085],","[14.6764370697085,120.9789091197085],","[14.6738770197085,120.9799227197085],","[14.6711859697085,120.9809847697085],","[14.6682560197085,120.9810627697085],","[14.667633359395753, 120.98232662749828],","[14.6651303,120.9840472],","[14.66008849999997,120.9803191],","[14.6603767197085,120.9827274197085],","[14.6589263197085,120.9825964197085],","[14.6574006197085,120.9840755197085],","[14.6565545697085,120.9829488197085],","[14.6555964197085,120.9820264697085],","[14.6540105697085,120.9827496697085],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.6474444,120.9759807],","[14.6458748197085,120.9762841],","[14.5988986,120.9790281],","[14.6475172697085,120.9847030197085],","[14.6432136197085,120.9814688197085],","[14.6430042197085,120.9829772197085],","[14.6403005197085,120.978311],","[14.6208596197085,120.9814442697085],","[14.5988986,120.9790281],","[14.6024545197085,120.9805437197085],","[14.6348973197085,120.9810326697085],","[14.6391751197085,120.9784507197085],","[14.6306241197085,120.9790730197085],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.626771582516668, 120.9830583723382],","[14.62428747761616, 120.98290948394771],","[14.6192365197085,120.9825062197085],","[14.606242,120.9818962],","[14.6166361197085,120.9786696],","[14.606242,120.9818962],","[14.6129729197085,120.9822343197085],","[14.6096169197085,120.9819645197085],","[14.606242,120.9818962],","[14.5981755197085,120.9827680197085],","[14.6024989197085,120.9809686697085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.6909184197085,120.9688085197085],","[14.7030429697085,120.9597091697085],","[14.690186809428138, 120.9749600997426],","[14.6953397197085,120.9724239197085],","[14.6863445197085,120.9738728197085],","[14.6838480697085,120.9756561197085],","[14.6847886197085,120.9747939197085],","[14.6823104197085,120.9762477697085],","[14.68015846970849,120.9774117197085],","[14.6764370697085,120.9789091197085],","[14.6738770197085,120.9799227197085],","[14.6711859697085,120.9809847697085],","[14.6682560197085,120.9810627697085],","[14.667633359395753, 120.98232662749828],","[14.6651303,120.9840472],","[14.66008849999997,120.9803191],","[14.6603767197085,120.9827274197085],","[14.6589263197085,120.9825964197085],","[14.6574006197085,120.9840755197085],","[14.6565545697085,120.9829488197085],","[14.6555964197085,120.9820264697085],","[14.6540105697085,120.9827496697085],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.6474444,120.9759807],","[14.6458748197085,120.9762841],","[14.5988986,120.9790281],","[14.6475172697085,120.9847030197085],","[14.6430042197085,120.9829772197085],","[14.6403005197085,120.978311],","[14.6208596197085,120.9814442697085],","[14.5988986,120.9790281],","[14.6024545197085,120.9805437197085],","[14.6348973197085,120.9810326697085],","[14.6391751197085,120.9784507197085],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.657253741715625, 120.98448800132203],","[14.62427986759825, 120.98296421349697],","[14.622954164825664, 120.98293181185188],","[14.6192365197085,120.9825062197085],","[14.606242,120.9818962],","[14.6166361197085,120.9786696],","[14.606242,120.9818962],","[14.6129729197085,120.9822343197085],","[14.6116827197085,120.9830989197085],","[14.6107188197085,120.9820412197085],","[14.606242,120.9818962],","[14.606242,120.9818962],","[14.6073247197085,120.9817732197085],","[14.5981755197085,120.9827680197085],","[14.5981755197085,120.9827680197085],","[14.6024989197085,120.9809686697085],","[14.5988986,120.9790281],","[14.5989416197085,120.9793331197085],","[14.5988986,120.9790281],","[14.5980915697085,120.9788431197085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.571708808910696, 120.98895404967266],","[14.574524063275351, 120.9891076946346],","[14.580230984187956, 120.98605059736619],","[14.582151151138918, 120.98497122189755],","[14.584162635953234, 120.98379055264965],","[14.585768109506018, 120.98296569681975],","[14.586614408925103, 120.98243243446322],","[14.590684457081956, 120.98072510662428],","[14.593092536318244, 120.9799500133106],","[14.59564640398962, 120.98027303091982],","[14.598905087386608, 120.98133624209282],","[14.601603783575786, 120.98179581671195],","[14.603303158532905, 120.98197989292805],","[14.605367739354293, 120.98212612431759],","[14.607626395384505, 120.98224870795187],","[14.609937631571583, 120.98245909547528],","[14.611301850391685, 120.98254218655003],","[14.614079711274012, 120.98272346155419],","[14.616249187679948, 120.98278666908178],","[14.618469811186424, 120.98285968296123],","[14.62097724543366, 120.98290291559489],","[14.622348431032183, 120.98296441331021],","[14.627334908304396, 120.99026121356665],","[14.629754205373912, 120.99105684985572],","[14.63199332654228, 120.99178690311312],","[14.634778170776876, 120.99271635348593],","[14.636360587680631, 120.99325112747411],","[14.637694197018986, 120.99603647356957],","[14.637983352065298, 120.9981647068689],","[14.638320664822432, 121.00068632948698],","[14.638653180788438, 121.00313933805774],","[14.638900018739797, 121.0050024862976],","[14.639055894821983, 121.0063341620238],","[14.639283598726337, 121.00799332785178],","[14.639807507197705, 121.01191055987262],","[14.640010738219457, 121.01344396942001],","[14.64022810186574, 121.0151266086144],","[14.640408578448515, 121.01626995896278],","[14.641206854064112, 121.0164899596604],","[14.643642661185048, 121.0169356012135],","[14.644903157882013, 121.01711212847204],","[14.64677427437622, 121.0174249022713],","[14.648208286931583, 121.01770809424873],","[14.651265615611289, 121.01814186518205],","[14.652838253584141, 121.01835430868326],","[14.654382461783262, 121.01859744699053]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.5692133,120.9976694],","[14.55368909999997,120.9969352],","[14.5711007,120.9847642],","[14.5714506,120.9875425],","[14.5785440197085,120.9846982197085],","[14.5770639197085,120.9822412197085],","[14.5763492197085,120.9805408197085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.5870989,120.966838],","[14.5826472,120.9750843],","[14.5885644197085,120.9793338197085],","[14.5826472,120.9750843],","[14.5972897,120.9833302],","[14.6039105197085,120.9866904197085],","[14.6039105197085,120.9866904197085],","[14.60525949999997,120.9880394],","[14.6088467197085,120.9881436697085],","[14.6088467197085,120.9881436697085],","[14.6098287197085,120.9919861197085],","[14.60525949999997,120.9880394],","[14.60525949999997,120.9880394],","[14.6135330197085,120.9972356197085],","[14.60525949999997,120.9880394],","[14.61446379999997,120.9957848],","[14.6135162197085,121.0025056697085],","[14.6163908697085,121.0114945197085],","[14.6150057,121.0016124],","[14.613260034844233, 121.01696909468306],","[14.61867111970849,121.0162097697085],","[14.6229412197085,121.0415216197085],","[14.6199977697085,121.0206315697085],","[14.6210885197085,121.0240886197085],","[14.6216131197085,121.0267074197085],","[14.6228617197085,121.0291284197085],","[14.6229270197085,121.0337683197085],","[14.570722733553463, 120.98450638265032],","[14.6267988,121.03351],","[14.6290912197085,121.0435139197085],","[14.6298638197085,121.0460660197085],","[14.6305565197085,121.0484804197085],","[14.6312258197085,121.0508223197085],","[14.6318674197085,121.0530125197085],","[14.6325161197085,121.0552500197085],","[14.6319471197085,121.0577939197085],","[14.6300720197085,121.0597167697085],","[14.6294633197085,121.0597266197085],","[14.6281924197085,121.0605203197085],","[14.6272763197085,121.0631006697085],","[14.628192,121.0628914]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.5889600197085,120.9687639197085],","[14.5870989,120.966838],","[14.5856892,120.9679136],","[14.58880843662992, 120.96856222767248],","[14.5826472,120.9750843],","[14.5826472,120.9750843],","[14.580272600706673, 120.98583108965893],","[14.5826472,120.9750843],","[14.5972897,120.9833302],","[14.6039105197085,120.9866904197085],","[14.6088467197085,120.9881436697085],","[14.6088467197085,120.9881436697085],","[14.6080435197085,120.9913590197085],","[14.6098287197085,120.9919861197085],","[14.60525949999997,120.9880394],","[14.60525949999997,120.9880394],","[14.6135330197085,120.9972356197085],","[14.60525949999997,120.9880394],","[14.61446379999997,120.9957848],","[14.6135162197085,121.0025056697085],","[14.6163908697085,121.0114945197085],","[14.613260034844233, 121.01696909468306],","[14.61867111970849,121.0162097697085],","[14.6229412197085,121.0415216197085],","[14.6199977697085,121.0206315697085],","[14.6210885197085,121.0240886197085],","[14.6216131197085,121.0267074197085],","[14.6228617197085,121.0291284197085],","[14.6229270197085,121.0337683197085],","[14.6150057,121.0016124],","[14.6233179197085,121.0387745197085],","[14.6150057,121.0016124],","[14.630057050000001, 121.0540972888416],","[14.6216399197085,121.0517657197085],","[14.6226059197085,121.0541196197085],","[14.6247082197085,121.0531010197085],","[14.6232991197085,121.0520066697085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.579474,120.976877],","[14.579474,120.976877],","[14.5811111197085,120.9832436697085],","[14.5822017197085,120.9826399197085],","[14.5848864197085,120.9813092197085],","[14.56526427427887,120.99383650480966],","[14.5885644197085,120.9793338197085],","[14.56526427427887,120.99383650480966],","[14.5826472,120.9750843],","[14.5972897,120.9833302],","[14.603113340074794, 120.98488711336834],","[14.6039105197085,120.9866904197085],","[14.6088467197085,120.9881436697085],","[14.6088467197085,120.9881436697085],","[14.6080435197085,120.9913590197085],","[14.6098287197085,120.9919861197085],","[14.60525949999997,120.9880394],","[14.60525949999997,120.9880394],","[14.6135330197085,120.9972356197085],","[14.60525949999997,120.9880394],","[14.6176327197085,121.0015090197085],","[14.615417155213207, 121.0049920053834],","[14.6175311,120.9991032],","[14.6214894197085,121.0056344697085],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6250373697085,121.0091827197085],","[14.6175311,120.9991032],","[14.6183497197085,121.0155018697085],","[14.6298284697085,121.0156390697085],","[14.6331148697085,121.0208065197085],","[14.6313686197085,121.0173181197085],","[14.6319817197085,121.0177600197085],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6358846197085,121.0247182197085],","[14.6359512697085,121.0252900197085],","[14.6344247197085,121.0298156197085],","[14.6323327,121.0249093],","[14.6302076697085,121.0412091197085],","[14.6236701,121.0320766],","[14.6236701,121.0320766],","[14.6267988,121.03351],","[14.6231979697085,121.0360921697085],","[14.6267988,121.03351],","[14.6267988,121.03351],","[14.6290912197085,121.0435139197085],","[14.6298638197085,121.0460660197085],","[14.6305565197085,121.0484804197085],","[14.6312258197085,121.0508223197085],","[14.6318674197085,121.0530125197085],","[14.6325161197085,121.0552500197085],","[14.6331479197085,121.0575284197085],","[14.6319471197085,121.0577939197085],","[14.6300720197085,121.0597167697085],","[14.6294633197085,121.0597266197085],","[14.6287332,121.0643245],","[14.6287332,121.0643245],","[14.6287332,121.0643245],","[14.6283627,121.0552619],","[14.6288108197085,121.0675109197085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.5843687197085,121.0094930697085],","[14.5854323,121.0112901],","[14.5854323,121.0112901],","[14.5859601197085,121.0194592197085],","[14.594485163367837, 121.02476585701119],","[14.5936650197085,121.0212857697085],","[14.594584716429322, 121.02495796014676],","[14.596990307017649, 121.0184696992764],","[14.59766007087891, 121.0176259590341],","[14.5991355,121.0116485],","[14.60075869999998,120.9993774],","[14.6009353197085,121.0089459197085],","[14.60075869999998,120.9993774],","[14.60075869999998,120.9993774],","[14.6009168697085,120.9916034197085],","[14.59742,120.9890661],","[14.5956341697085,120.9840024],","[14.5956341697085,120.9840024],","[14.5956341697085,120.9840024]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.6058021197085,120.9845897197085],","[14.6045196,120.9847642],","[14.6045196,120.9847642],","[14.61290842094802, 120.98758607685053],","[14.6109975,120.9861981],","[14.5996872,120.9850394],","[14.61911029816069, 120.98899395571011],","[14.6190365,120.9877170697085],","[14.6225224197085,120.9877771197085],","[14.6243969197085,120.9896799197085],","[14.6286429197085,120.9943105697085],","[14.6286429197085,120.9943105697085],","[14.6243903,120.9904552],","[14.6243903,120.9904552],","[14.632727804221087, 121.00175457297735],","[14.6292128,120.9912183],","[14.634640155052315, 121.00600375935801]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.629857416575845, 121.02537631157496],","[14.628582892632872, 121.02471543580751],","[14.6273498697085,121.0191751],","[14.6258976197085,121.0186849197085],","[14.6294473,121.0184583],","[14.6298284697085,121.0156390697085],","[14.6298284697085,121.0156390697085],","[14.628974150182339, 121.0138148310535],","[14.6175311,120.9991032],","[14.6250373697085,121.0091827197085],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6214894197085,121.0056344697085],","[14.6175311,120.9991032],","[14.6186966197085,121.0029872197085],","[14.6176327197085,121.0015090197085],","[14.60525949999997,120.9880394],","[14.6135330197085,120.9972356197085],","[14.60525949999997,120.9880394],","[14.60525949999997,120.9880394],","[14.6098287197085,120.9919861197085],","[14.6080435197085,120.9913590197085],","[14.6088467197085,120.9881436697085],","[14.6088467197085,120.9881436697085],","[14.598516258113671, 120.9865341642981]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.60640,120.96975],","[14.60808,120.96922],","[14.60982,120.96915],","[14.61201,120.96956],","[14.61761,120.97068],","[14.62041,120.97165],","[14.62191,120.97219],","[14.62220,120.97196],","[14.62317,120.97002],","[14.62432,120.96770],","[14.62717,120.96586],","[14.62978,120.96468],","[14.63213,120.96359],","[14.63533,120.96213],","[14.63748,120.95997],","[14.64137,120.95614],","[14.64321,120.95477],","[14.64537,120.95313],","[14.64892,120.95106],","[14.65112,120.95046],","[14.65257,120.94978],","[14.65257,120.94978],","[14.65593,120.95102],","[14.65670,120.95129],","[14.65859,120.95240],","[14.65952,120.95201],","[14.66072,120.95124],","[14.66257,120.95007],","[14.66374,120.94967],","[14.66621,120.94855],","[14.66799,120.94759],","[14.66942,120.94683],","[14.67004,120.94649],","[14.67095,120.94602],","[14.67398,120.94489],","[14.67644,120.94410],","[14.67619,120.94267]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.5320238,120.9962356],","[14.5374856,120.9999049197085],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.5489394197085,120.9967755197085],","[14.53763789999998,120.9953855],","[14.55436319999997,120.9987564],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.580272600706673, 120.98583108965893],","[14.580272600706673, 120.98583108965893],","[14.5690648197085,120.9902457197085],","[14.5690648197085,120.9902457197085],","[14.5628423,120.9861981],","[14.5628423,120.9861981],","[14.57341271970849,120.9877600697085],","[14.576457247787099, 120.98912664271931],","[14.5763922197085,120.9870599197085],","[14.5628423,120.9861981],","[14.5785440197085,120.9846982197085],","[14.580272600706673, 120.98583108965893],","[14.5822017197085,120.9826399197085],","[14.5848864197085,120.9813092197085],","[14.580272600706673, 120.98583108965893],","[14.5885644197085,120.9793338197085],","[14.580272600706673, 120.98583108965893],","[14.5826472,120.9750843],","[14.5972897,120.9833302],","[14.6058021197085,120.9845897197085],","[14.6045196,120.9847642],","[14.6045196,120.9847642],","[14.6127785197085,120.9850896197085],","[14.6146651197085,120.9853556197085],","[14.6045196,120.9847642],","[14.6109975,120.9861981],","[14.61290842094802, 120.98758607685053]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.510124900000001, 120.99130110576922],","[14.5353051697085,120.9926509],","[14.5353051697085,120.9926509],","[14.5362961197085,120.9992708197085],","[14.5374856,120.9999049197085],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.5489394197085,120.9967755197085],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.580272600706673, 120.98583108965893],","[14.580272600706673, 120.98583108965893],","[14.5690648197085,120.9902457197085],","[14.5690648197085,120.9902457197085],","[14.580272600706673, 120.98583108965893],","[14.576231405541693, 120.98858705074271],","[14.57992786357945, 120.98610843802997],","[14.5785440197085,120.9846982197085],","[14.580272600706673, 120.98583108965893],","[14.5822017197085,120.9826399197085],","[14.5848864197085,120.9813092197085],","[14.580272600706673, 120.98583108965893],","[14.5885644197085,120.9793338197085],","[14.580272600706673, 120.98583108965893],","[14.5826472,120.9750843],","[14.5972897,120.9833302],","[14.6058021197085,120.9845897197085],","[14.6045196,120.9847642],","[14.61290842094802, 120.98758607685053],","[14.6109975,120.9861981],","[14.62082079999998,120.9961558],","[14.617550412484166, 120.99257649467125],","[14.62082079999998,120.9961558],","[14.6194718197085,120.9948068197085],","[14.6209582197085,120.9964309197085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.5310457197085,120.9953748197085],","[14.5374856,120.9999049197085],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.5489394197085,120.9967755197085],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.56526427427887,120.99383650480966],","[14.56526427427887,120.99383650480966],","[14.5690648197085,120.9902457197085],","[14.5690648197085,120.9902457197085],","[14.56526427427887,120.99383650480966],","[14.576231405541693, 120.98858705074271],","[14.56526427427887,120.99383650480966],","[14.5785440197085,120.9846982197085],","[14.56526427427887,120.99383650480966],","[14.5822017197085,120.9826399197085],","[14.5848864197085,120.9813092197085],","[14.56526427427887,120.99383650480966],","[14.5885644197085,120.9793338197085],","[14.56526427427887,120.99383650480966],","[14.5946816197085,120.9747191197085],","[14.5959313,120.9711405],","[14.5963988,120.9732917],","[14.5958568,120.9675551],","[14.5958568,120.9675551],","[14.5958568,120.9675551]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.5970954697085,120.9816383197085],","[14.5970954697085,120.9816383197085],","[14.600459097351058, 120.99061456229202],","[9.412564,123.2962981],","[14.5973289197085,120.9910377],","[14.5973289197085,120.9910377],","[14.60075869999998,120.9993774],","[14.6004065697085,121.0039445697085],","[14.5994077197085,121.0118545197085],","[14.596985,121.0134406],","[14.5952962197085,121.0143428697085],","[14.5897931,121.0148742],","[14.5912715197085,121.0193492697085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
